Date of Purchase,Date of Install,User Segment,Item-Purchased,Session Time,Level Reached,Prior Purchases,Purchase Type,Promo Applied,Price (₹),Days Installed Before Last Purchase
2023-01-31,2023-01-06,0,2,67,40,5,0,0,449,25
2023-01-30,2023-01-14,0,8,165,1,5,1,1,401,16
2023-01-17,2023-01-05,1,5,111,7,14,0,0,93,12
2023-01-25,2023-01-10,0,1,117,16,3,0,1,82,15
2023-01-24,2023-01-12,0,7,158,23,3,0,1,215,12
2023-02-13,2023-01-18,2,7,130,13,4,0,0,233,26
2023-01-28,2023-01-15,1,1,133,8,7,0,1,98,13
2023-01-29,2023-01-16,1,9,19,21,0,0,0,630,13
2023-01-29,2023-01-06,0,1,26,8,1,0,0,85,23
2023-02-02,2023-01-14,0,7,83,33,3,0,1,297,19
2023-02-06,2023-01-22,1,1,96,14,0,0,0,94,15
2023-01-18,2022-12-23,1,4,146,39,12,1,1,876,26
2023-02-11,2023-01-23,0,8,14,15,5,1,1,437,19
2023-01-20,2022-12-28,0,7,106,28,4,0,0,254,23
2023-02-02,2023-01-28,0,0,136,7,3,0,0,112,5
2023-01-29,2023-01-23,1,4,140,37,12,1,1,880,6
2023-02-06,2023-02-01,0,5,103,15,0,0,0,86,5
2023-02-10,2023-01-12,0,0,56,11,5,0,0,185,29
2023-02-08,2023-02-06,1,5,143,25,12,0,1,52,2
2023-01-31,2023-01-21,1,4,89,31,0,1,0,827,10
2023-02-13,2023-01-30,0,1,162,3,3,0,0,91,14
2023-01-29,2023-01-28,0,8,40,34,3,1,0,494,1
2023-02-13,2023-01-17,0,6,168,26,0,0,0,168,27
2023-01-23,2022-12-25,0,8,77,3,0,1,0,414,29
2023-02-11,2023-01-16,0,4,166,16,1,1,1,940,26
2023-02-02,2023-01-16,1,6,54,33,7,0,0,169,17
2023-01-24,2023-01-06,0,4,164,37,3,1,1,888,18
2023-01-18,2023-01-10,0,4,79,33,0,1,0,926,8
2023-02-11,2023-01-17,2,3,129,1,6,0,0,206,25
2023-01-22,2023-01-12,0,3,32,28,2,0,0,244,10
2023-02-04,2023-01-10,1,8,169,19,10,1,0,478,25
2023-02-09,2023-01-11,2,8,14,4,2,1,0,569,29
2023-01-27,2023-01-26,0,5,92,32,5,0,0,73,1
2023-01-15,2023-01-06,1,2,133,15,4,0,1,388,9
2023-01-25,2023-01-05,0,7,64,11,1,0,0,255,20
2023-02-12,2023-02-09,0,9,17,36,4,0,1,613,3
2023-01-16,2023-01-08,0,9,104,8,0,0,0,565,8
2023-01-23,2023-01-14,0,2,44,30,0,0,0,457,9
2023-01-17,2023-01-04,0,5,98,12,5,0,0,58,13
2023-01-21,2023-01-14,0,7,76,18,0,0,0,277,7
2023-01-28,2023-01-27,1,6,63,6,11,0,0,177,1
2023-01-29,2023-01-06,0,6,96,36,1,0,0,153,23
2023-01-16,2022-12-26,1,5,83,33,10,0,1,77,21
2023-01-25,2023-01-14,1,8,105,26,1,1,0,583,11
2023-02-10,2023-01-25,0,2,117,40,4,0,0,373,16
2023-02-07,2023-01-14,1,9,8,27,4,0,1,685,24
2023-02-07,2023-01-18,0,5,180,22,1,0,0,85,20
2023-02-06,2023-01-31,1,1,172,31,11,0,0,90,6
2023-02-09,2023-01-22,0,4,8,3,0,1,0,998,18
2023-01-17,2023-01-06,1,9,98,28,1,0,0,636,11
2023-02-07,2023-02-02,0,6,156,6,4,0,1,199,5
2023-02-01,2023-01-22,0,2,63,21,2,0,1,492,10
2023-01-19,2023-01-09,0,2,16,15,0,0,0,419,10
2023-01-20,2023-01-10,0,9,117,29,0,0,0,528,10
2023-01-22,2023-01-11,0,0,97,27,1,0,0,190,11
2023-01-15,2022-12-29,0,7,10,14,0,0,0,247,17
2023-01-29,2023-01-11,1,4,77,27,14,1,0,943,18
2023-01-15,2022-12-18,0,6,70,32,2,0,1,198,28
2023-02-07,2023-01-24,1,7,143,28,15,0,0,223,14
2023-01-27,2023-01-20,0,5,41,33,1,0,0,61,7
2023-02-13,2023-02-09,1,5,99,36,1,0,1,51,4
2023-01-31,2023-01-22,1,3,44,22,10,0,1,241,9
2023-02-02,2023-01-30,0,8,107,13,5,1,0,534,3
2023-02-13,2023-01-30,0,3,88,5,1,0,1,242,14
2023-02-04,2023-01-25,1,4,5,1,6,1,1,826,10
2023-02-03,2023-01-15,0,2,68,17,2,0,0,424,19
2023-01-15,2022-12-21,0,1,35,23,1,0,0,87,25
2023-01-25,2023-01-16,0,1,33,36,1,0,0,96,9
2023-02-13,2023-01-22,1,5,145,35,8,0,1,54,22
2023-02-01,2023-01-05,1,9,177,39,13,0,1,575,27
2023-02-08,2023-01-19,1,5,56,35,15,0,1,82,20
2023-01-26,2023-01-04,1,6,29,24,9,0,1,237,22
2023-01-19,2023-01-03,2,6,170,7,6,0,0,247,16
2023-01-18,2023-01-01,1,3,60,25,13,0,1,207,17
2023-01-28,2023-01-23,1,1,120,28,2,0,1,84,5
2023-02-13,2023-01-21,1,2,168,24,8,0,0,467,23
2023-02-09,2023-02-04,1,8,171,31,12,1,1,523,5
2023-01-19,2022-12-21,1,9,110,5,8,0,1,534,29
2023-01-24,2022-12-29,0,1,27,39,0,0,1,93,26
2023-02-03,2023-01-12,0,9,131,8,5,0,0,659,22
2023-01-23,2023-01-01,0,3,57,25,4,0,0,219,22
2023-02-11,2023-01-13,1,3,28,34,13,0,0,200,29
2023-02-08,2023-01-11,2,2,88,25,7,0,0,383,28
2023-01-22,2023-01-06,0,3,20,18,1,0,1,226,16
2023-01-23,2022-12-27,1,9,133,7,7,0,0,641,27
2023-01-28,2023-01-17,0,6,93,12,1,0,0,167,11
2023-01-21,2022-12-29,2,5,96,28,3,0,1,83,23
2023-02-10,2023-02-04,0,0,59,2,4,0,1,110,6
2023-02-06,2023-01-26,0,8,170,32,2,1,1,501,11
2023-01-18,2023-01-01,1,6,80,6,15,0,1,246,17
2023-01-30,2023-01-05,0,3,89,26,4,0,1,235,25
2023-01-21,2023-01-01,1,8,37,17,9,1,1,578,20
2023-01-28,2023-01-23,1,6,160,26,9,0,0,172,5
2023-02-11,2023-02-02,1,9,21,34,0,0,0,597,9
2023-01-15,2023-01-03,0,7,22,12,1,0,0,283,12
2023-02-02,2023-01-12,0,9,161,39,4,0,1,682,21
2023-01-30,2023-01-12,0,2,68,37,0,0,0,425,18
2023-01-21,2023-01-12,1,1,27,31,13,0,0,79,9
2023-02-07,2023-01-25,0,2,103,29,4,0,1,485,13
2023-01-16,2022-12-26,1,6,166,38,2,0,1,236,21
2023-02-01,2023-01-21,0,2,46,37,1,0,0,482,11
2023-02-13,2023-01-31,0,1,85,13,3,0,0,96,13
2023-01-31,2023-01-11,0,2,141,3,4,0,0,440,20
2023-01-18,2022-12-26,1,5,100,11,13,0,0,86,23
2023-02-11,2023-01-13,0,1,154,39,1,0,0,79,29
2023-02-12,2023-01-19,0,3,69,1,4,0,0,208,24
2023-02-12,2023-02-04,0,1,26,39,3,0,0,87,8
2023-02-12,2023-01-16,0,1,146,12,5,0,0,88,27
2023-02-05,2023-01-10,2,8,142,10,15,1,1,492,26
2023-01-27,2023-01-01,1,3,141,40,15,0,1,226,26
2023-01-27,2023-01-19,1,7,48,28,7,0,0,275,8
2023-02-10,2023-02-07,0,7,100,13,0,0,0,232,3
2023-02-10,2023-02-03,0,7,142,1,0,0,1,214,7
2023-02-11,2023-01-31,0,8,105,7,5,1,0,478,11
2023-01-31,2023-01-29,0,8,127,26,3,1,1,594,2
2023-02-11,2023-01-21,0,7,101,10,0,0,0,292,21
2023-01-25,2023-01-04,0,9,155,4,1,0,1,695,21
2023-01-16,2022-12-30,2,6,144,9,12,0,0,179,17
2023-02-14,2023-01-21,0,3,50,17,5,0,1,217,24
2023-01-25,2023-01-06,0,0,56,5,5,0,0,141,19
2023-02-01,2023-01-15,0,0,130,37,1,0,1,147,17
2023-02-13,2023-02-08,0,7,59,34,4,0,0,201,5
2023-01-30,2023-01-14,1,4,133,19,13,1,0,920,16
2023-01-24,2023-01-23,0,4,15,3,1,1,0,848,1
2023-02-03,2023-01-05,2,2,108,14,13,0,1,407,29
2023-01-28,2023-01-10,0,5,134,27,2,0,0,90,18
2023-01-17,2023-01-06,0,9,135,16,2,0,0,651,11
2023-02-08,2023-01-13,1,4,141,35,10,1,1,930,26
2023-01-15,2022-12-31,1,3,7,27,14,0,0,200,15
2023-02-07,2023-02-03,0,2,148,14,3,0,0,488,4
2023-01-15,2022-12-20,0,1,130,5,4,0,0,87,26
2023-02-04,2023-01-27,1,8,124,25,9,1,1,464,8
2023-01-18,2023-01-11,0,7,101,40,3,0,1,245,7
2023-01-20,2023-01-04,1,7,20,30,0,0,0,271,16
2023-01-23,2023-01-15,0,4,155,27,0,1,1,829,8
2023-01-19,2023-01-01,0,5,151,21,0,0,0,65,18
2023-01-20,2022-12-30,0,6,123,5,4,0,0,181,21
2023-01-25,2023-01-06,2,2,88,9,5,0,0,398,19
2023-01-20,2023-01-07,1,2,120,30,11,0,0,426,13
2023-01-29,2023-01-28,0,8,5,2,2,1,0,563,1
2023-02-07,2023-01-24,2,7,20,25,4,0,0,297,14
2023-02-14,2023-01-17,0,9,82,38,0,0,0,500,28
2023-01-15,2023-01-14,1,8,112,30,15,1,0,449,1
2023-01-22,2022-12-29,0,4,164,28,3,1,0,926,24
2023-01-19,2022-12-28,1,8,87,38,1,1,1,462,22
2023-01-24,2023-01-19,0,4,148,26,0,1,1,916,5
2023-02-12,2023-01-13,0,7,137,25,5,0,0,270,30
2023-01-19,2022-12-30,0,2,105,31,4,0,0,351,20
2023-02-05,2023-02-01,1,3,144,19,12,0,0,239,4
2023-01-17,2023-01-14,0,3,8,37,0,0,0,235,3
2023-02-03,2023-01-06,2,1,115,24,15,0,0,94,28
2023-02-07,2023-01-28,0,6,121,21,4,0,0,218,10
2023-01-31,2023-01-21,0,8,165,16,0,1,0,409,10
2023-01-18,2023-01-17,0,0,170,11,5,0,1,147,1
2023-01-29,2023-01-23,1,0,112,8,8,0,1,194,6
2023-01-23,2023-01-17,0,7,70,17,5,0,1,244,6
2023-02-03,2023-01-11,1,2,104,33,10,0,0,422,23
2023-01-16,2022-12-22,0,5,142,6,3,0,0,64,25
2023-01-18,2022-12-22,1,8,180,9,15,1,0,448,27
2023-02-13,2023-02-07,2,7,83,32,15,0,1,271,6
2023-02-07,2023-02-02,0,7,35,8,4,0,1,243,5
2023-02-07,2023-01-17,0,8,88,33,3,1,1,420,21
2023-01-15,2022-12-23,1,5,163,29,0,0,0,70,23
2023-02-09,2023-01-15,0,9,107,7,4,0,1,573,25
2023-01-17,2023-01-14,1,1,10,25,0,0,1,79,3
2023-01-31,2023-01-25,1,3,79,19,7,0,1,232,6
2023-01-26,2023-01-23,0,9,133,17,2,0,0,607,3
2023-02-14,2023-01-18,0,3,37,30,3,0,1,214,27
2023-02-11,2023-01-18,0,1,175,36,2,0,1,83,24
2023-01-18,2023-01-06,0,4,157,31,2,1,1,926,12
2023-02-05,2023-01-08,2,6,92,3,7,0,0,248,28
2023-02-03,2023-01-25,0,9,70,17,3,0,0,679,9
2023-02-01,2023-01-22,1,0,113,32,9,0,1,152,10
2023-02-03,2023-01-13,1,9,65,33,11,0,0,514,21
2023-02-10,2023-01-23,0,1,75,31,0,0,1,86,18
2023-01-28,2023-01-21,0,3,155,10,2,0,1,224,7
2023-02-10,2023-01-31,0,3,168,17,5,0,0,240,10
2023-01-19,2023-01-04,1,4,50,6,4,1,0,868,15
2023-02-13,2023-01-28,1,5,134,16,1,0,0,80,16
2023-01-27,2023-01-23,0,8,142,40,4,1,0,532,4
2023-01-26,2023-01-20,0,0,151,13,2,0,0,199,6
2023-01-21,2022-12-22,0,0,125,25,3,0,0,129,30
2023-01-29,2023-01-20,0,9,162,5,4,0,1,615,9
2023-01-29,2023-01-06,0,1,157,10,1,0,0,83,23
2023-01-31,2023-01-28,2,1,41,8,1,0,0,94,3
2023-02-14,2023-02-08,1,7,131,20,0,0,0,210,6
2023-02-09,2023-01-25,0,7,175,38,4,0,0,221,15
2023-01-31,2023-01-21,0,3,8,7,3,0,0,222,10
2023-01-28,2023-01-19,1,4,96,21,4,1,0,903,9
2023-02-05,2023-01-24,0,6,128,37,4,0,0,200,12
2023-01-29,2023-01-20,0,2,116,17,5,0,1,460,9
2023-01-19,2022-12-20,1,8,159,34,8,1,0,440,30
2023-01-26,2023-01-07,0,5,75,38,1,0,0,71,19
2023-01-30,2023-01-27,1,5,67,3,9,0,0,69,3
2023-01-19,2023-01-02,0,9,14,22,2,0,0,653,17
2023-01-16,2023-01-07,1,3,89,6,0,0,0,245,9
2023-01-22,2023-01-20,0,3,32,40,1,0,1,203,2
2023-01-18,2022-12-29,0,3,135,35,3,0,0,222,20
2023-02-03,2023-02-01,1,1,161,13,14,0,0,97,2
2023-02-06,2023-01-19,0,0,179,6,0,0,0,143,18
2023-01-16,2022-12-21,1,2,86,18,15,0,0,380,26
2023-02-03,2023-01-15,0,1,87,24,4,0,1,80,19
2023-02-06,2023-02-03,1,8,173,19,4,1,0,502,3
2023-01-21,2022-12-31,2,1,119,23,11,0,0,88,21
2023-02-06,2023-01-23,0,1,127,14,3,0,1,97,14
2023-02-05,2023-01-28,0,3,116,8,5,0,0,245,8
2023-02-13,2023-01-23,0,1,152,17,3,0,0,82,21
2023-01-15,2023-01-11,0,3,170,20,5,0,1,239,4
2023-02-06,2023-01-15,2,6,129,15,2,0,1,189,22
2023-01-21,2022-12-25,0,9,117,13,1,0,0,515,27
2023-01-25,2023-01-18,1,0,110,20,14,0,1,188,7
2023-01-18,2023-01-02,0,0,29,40,1,0,1,190,16
2023-01-17,2023-01-10,0,5,124,26,2,0,0,79,7
2023-02-11,2023-02-02,1,6,166,22,1,0,0,164,9
2023-01-28,2023-01-08,0,9,121,30,0,0,0,639,20
2023-01-15,2022-12-31,2,6,101,4,13,0,1,168,15
2023-02-02,2023-01-11,0,3,167,1,0,0,0,224,22
2023-02-08,2023-02-06,1,6,72,27,12,0,0,227,2
2023-01-19,2022-12-22,0,2,137,19,0,0,1,404,28
2023-01-27,2023-01-19,0,3,48,23,3,0,0,239,8
2023-02-10,2023-01-28,0,5,8,37,3,0,1,77,13
2023-02-12,2023-01-31,2,1,50,28,2,0,1,83,12
2023-02-13,2023-01-24,1,1,10,31,13,0,1,94,20
2023-01-24,2023-01-16,0,9,141,9,1,0,1,553,8
2023-01-27,2023-01-12,0,9,115,13,0,0,0,590,15
2023-01-20,2023-01-14,2,5,156,17,9,0,1,86,6
2023-02-11,2023-01-16,0,2,16,35,3,0,0,482,26
2023-01-27,2022-12-31,0,6,143,37,4,0,0,184,27
2023-02-12,2023-01-18,1,6,80,40,14,0,1,163,25
2023-02-08,2023-01-22,1,9,118,35,14,0,0,603,17
2023-02-04,2023-01-29,1,0,106,9,15,0,0,154,6
2023-02-04,2023-01-20,0,9,151,15,2,0,1,515,15
2023-02-13,2023-02-05,0,9,59,5,2,0,0,685,8
2023-02-11,2023-02-04,0,3,80,26,1,0,0,210,7
2023-02-05,2023-01-11,0,4,136,4,4,1,1,996,25
2023-01-25,2023-01-16,0,3,100,7,5,0,1,216,9
2023-02-05,2023-01-09,0,8,86,4,0,1,0,473,27
2023-02-01,2023-01-04,0,1,176,3,5,0,0,99,28
2023-02-04,2023-01-28,0,9,5,19,0,0,0,597,7
2023-02-03,2023-01-07,1,5,135,22,8,0,0,72,27
2023-01-23,2022-12-31,0,1,105,25,2,0,1,81,23
2023-02-10,2023-02-09,0,7,43,29,0,0,0,266,1
2023-01-29,2023-01-17,0,2,59,5,4,0,0,379,12
2023-02-06,2023-01-30,0,4,126,8,1,1,0,802,7
2023-02-12,2023-01-31,0,5,37,36,1,0,0,84,12
2023-02-11,2023-01-17,0,2,29,7,0,0,1,378,25
2023-01-16,2023-01-14,0,0,22,8,5,0,0,181,2
2023-02-05,2023-01-19,0,1,170,35,0,0,0,80,17
2023-01-25,2023-01-17,1,0,106,26,12,0,0,137,8
2023-01-26,2023-01-03,0,9,125,29,2,0,0,536,23
2023-01-26,2022-12-29,0,5,174,40,0,0,0,54,28
2023-02-06,2023-01-12,1,6,33,40,7,0,1,155,25
2023-02-07,2023-01-19,2,8,67,28,7,1,0,421,19
2023-02-06,2023-01-25,0,7,164,39,1,0,0,235,12
2023-02-10,2023-02-08,0,1,140,5,2,0,1,95,2
2023-01-25,2023-01-19,1,4,59,28,0,1,1,925,6
2023-02-10,2023-02-04,2,6,161,6,7,0,0,171,6
2023-02-08,2023-01-26,0,5,20,29,3,0,0,99,13
2023-01-16,2022-12-31,2,0,92,3,8,0,1,168,16
2023-01-31,2023-01-04,0,0,72,24,5,0,0,102,27
2023-02-14,2023-02-02,1,7,139,5,0,0,1,216,12
2023-02-05,2023-02-04,2,8,167,40,5,1,0,582,1
2023-01-17,2022-12-21,1,9,119,31,2,0,1,561,27
2023-02-14,2023-01-21,0,6,58,7,5,0,0,221,24
2023-01-22,2023-01-17,1,5,93,10,12,0,0,80,5
2023-01-21,2023-01-04,0,4,82,29,0,1,0,872,17
2023-02-12,2023-02-03,0,7,117,39,3,0,0,273,9
2023-02-10,2023-01-15,0,8,154,34,0,1,0,413,26
2023-01-25,2022-12-31,0,1,143,7,3,0,1,83,25
2023-01-30,2023-01-07,0,7,85,3,5,0,0,285,23
2023-02-12,2023-02-10,0,0,159,24,4,0,0,170,2
2023-01-18,2022-12-20,1,9,147,15,8,0,0,559,29
2023-02-02,2023-01-27,0,6,103,23,1,0,1,212,6
2023-01-19,2023-01-07,1,8,51,31,6,1,0,523,12
2023-01-29,2023-01-22,0,7,146,35,4,0,0,276,7
2023-02-10,2023-02-08,0,3,53,18,3,0,0,247,2
2023-01-19,2023-01-14,0,9,158,13,5,0,0,525,5
2023-01-16,2022-12-30,1,2,17,3,11,0,1,371,17
2023-01-25,2023-01-03,1,5,131,23,1,0,1,93,22
2023-01-26,2022-12-29,0,6,10,12,5,0,1,235,28
2023-02-09,2023-01-26,0,6,37,9,2,0,0,210,14
2023-02-10,2023-01-22,0,7,115,5,4,0,0,244,19
2023-02-11,2023-01-29,0,8,159,16,1,1,0,439,13
2023-02-12,2023-02-01,0,8,63,13,4,1,1,560,11
2023-01-31,2023-01-23,0,3,101,26,1,0,0,208,8
2023-01-21,2023-01-10,0,5,78,16,4,0,0,89,11
2023-01-23,2023-01-21,0,1,163,11,5,0,1,84,2
2023-02-10,2023-01-21,0,9,49,24,1,0,0,685,20
2023-01-21,2023-01-03,1,4,20,17,13,1,0,826,18
2023-02-12,2023-01-14,1,0,59,1,0,0,0,130,29
2023-01-26,2023-01-14,0,8,121,12,1,1,0,596,12
2023-01-23,2023-01-14,0,9,163,40,0,0,0,582,9
2023-02-05,2023-01-12,1,0,149,19,6,0,0,127,24
2023-02-12,2023-01-24,0,0,96,11,3,0,0,156,19
2023-01-31,2023-01-06,2,4,102,18,6,1,0,950,25
2023-01-31,2023-01-10,0,1,138,21,1,0,0,99,21
2023-02-13,2023-02-01,0,4,168,20,0,1,1,977,12
2023-01-23,2023-01-18,0,0,56,38,5,0,0,181,5
2023-01-19,2023-01-06,0,5,145,7,5,0,0,64,13
2023-01-29,2022-12-31,0,7,63,24,3,0,1,234,29
2023-02-05,2023-01-08,0,1,50,28,0,0,1,86,28
2023-02-13,2023-02-09,0,4,174,31,4,1,1,862,4
2023-01-18,2023-01-02,2,0,114,22,3,0,1,179,16
2023-02-06,2023-01-13,0,7,46,7,0,0,1,235,24
2023-01-31,2023-01-21,0,9,106,21,2,0,0,658,10
2023-02-08,2023-01-24,0,4,172,17,2,1,0,996,15
2023-01-26,2023-01-16,0,4,100,22,3,1,0,989,10
2023-01-17,2022-12-24,0,0,31,28,1,0,0,160,24
2023-02-06,2023-01-19,1,8,123,25,6,1,0,566,18
2023-02-09,2023-01-30,0,6,172,15,5,0,0,243,10
2023-02-13,2023-01-28,0,7,47,11,4,0,0,239,16
2023-02-10,2023-02-05,1,4,46,6,7,1,0,799,5
2023-01-30,2023-01-27,0,9,158,16,3,0,1,600,3
2023-02-03,2023-01-25,0,2,148,30,0,0,0,405,9
2023-01-30,2023-01-10,1,3,97,8,2,0,0,202,20
2023-01-18,2023-01-13,0,6,65,26,4,0,1,190,5
2023-01-27,2023-01-23,1,9,165,36,7,0,0,576,4
2023-02-13,2023-02-03,0,3,74,34,1,0,0,248,10
2023-01-28,2023-01-23,2,1,180,10,10,0,1,86,5
2023-01-26,2022-12-28,0,6,80,34,3,0,0,191,29
2023-02-02,2023-01-05,0,1,119,18,1,0,1,84,28
2023-01-16,2023-01-11,0,0,152,2,4,0,0,190,5
2023-01-18,2022-12-25,0,9,60,35,3,0,0,592,24
2023-01-28,2023-01-11,0,4,105,15,1,1,1,974,17
2023-02-01,2023-01-23,0,8,126,1,5,1,0,473,9
2023-01-28,2023-01-19,0,2,95,4,0,0,0,478,9
2023-01-21,2022-12-26,1,5,105,2,9,0,0,94,26
2023-02-10,2023-01-16,0,2,6,20,2,0,0,388,25
2023-02-04,2023-01-11,0,3,25,17,0,0,1,242,24
2023-01-23,2023-01-07,2,6,95,8,7,0,0,248,16
2023-02-11,2023-02-01,0,6,131,1,4,0,0,198,10
2023-02-07,2023-01-10,0,0,105,37,5,0,0,132,28
2023-02-07,2023-01-19,1,6,46,33,13,0,1,161,19
2023-02-14,2023-01-21,1,1,161,34,2,0,0,88,24
2023-02-06,2023-01-21,0,7,159,24,1,0,0,221,16
2023-02-12,2023-01-23,0,3,8,15,5,0,0,200,20
2023-01-29,2023-01-13,0,5,177,34,0,0,0,89,16
2023-02-04,2023-01-07,0,4,133,13,4,1,1,961,28
2023-02-13,2023-01-28,0,2,104,25,5,0,0,488,16
2023-01-17,2022-12-31,0,1,13,23,0,0,1,97,17
2023-02-04,2023-02-01,1,8,43,9,13,1,1,555,3
2023-01-22,2023-01-04,0,1,120,10,2,0,0,86,18
2023-01-29,2023-01-02,0,8,81,17,4,1,0,401,27
2023-01-27,2022-12-28,1,7,100,10,9,0,0,230,30
2023-02-14,2023-02-10,0,2,78,16,0,0,0,379,4
2023-02-04,2023-01-11,0,7,133,17,1,0,1,292,24
2023-02-13,2023-01-30,0,2,69,10,4,0,0,437,14
2023-02-09,2023-02-08,0,9,130,15,5,0,1,540,1
2023-01-21,2023-01-19,0,1,53,17,4,0,1,87,2
2023-02-06,2023-01-16,0,4,11,1,1,1,1,929,21
2023-02-07,2023-01-14,1,7,24,10,10,0,0,271,24
2023-01-22,2022-12-27,0,4,152,17,1,1,1,835,26
2023-01-18,2022-12-20,1,0,101,23,13,0,0,163,29
2023-01-15,2022-12-17,1,6,136,32,6,0,0,162,29
2023-02-06,2023-01-15,1,2,85,36,15,0,0,381,22
2023-02-08,2023-02-04,0,5,30,7,0,0,1,65,4
2023-02-04,2023-01-30,0,9,17,1,1,0,0,661,5
2023-01-23,2023-01-18,0,8,104,33,0,1,0,463,5
2023-02-13,2023-01-15,0,7,125,33,1,0,0,250,29
2023-01-20,2022-12-21,0,4,106,11,0,1,0,895,30
2023-01-25,2023-01-04,0,7,174,3,0,0,1,281,21
2023-01-17,2022-12-22,1,3,165,20,5,0,0,211,26
2023-01-19,2022-12-20,0,3,23,15,3,0,1,245,30
2023-02-09,2023-01-21,2,7,141,6,14,0,0,286,19
2023-02-12,2023-01-31,1,4,109,12,11,1,1,913,12
2023-01-19,2022-12-28,0,5,173,21,5,0,0,59,22
2023-01-17,2022-12-24,0,3,29,24,1,0,0,207,24
2023-02-13,2023-02-05,0,4,157,38,4,1,0,967,8
2023-02-06,2023-01-29,0,0,154,9,3,0,1,105,8
2023-01-19,2023-01-05,1,0,45,22,14,0,0,156,14
2023-02-07,2023-01-15,2,0,178,20,5,0,1,113,23
2023-01-16,2022-12-30,1,8,97,10,10,1,0,429,17
2023-01-24,2023-01-06,0,9,90,3,3,0,1,649,18
2023-01-21,2022-12-26,1,2,33,31,1,0,0,463,26
2023-01-20,2023-01-19,0,3,63,2,5,0,0,220,1
2023-02-11,2023-01-29,0,6,104,1,3,0,0,199,13
2023-02-12,2023-01-15,0,7,120,38,3,0,0,284,28
2023-01-22,2023-01-06,0,3,78,19,0,0,1,241,16
2023-02-11,2023-02-09,0,7,75,21,3,0,0,247,2
2023-01-16,2023-01-05,0,8,19,22,5,1,1,574,11
2023-01-31,2023-01-02,1,0,133,5,3,0,0,121,29
2023-02-01,2023-01-11,0,2,55,25,3,0,1,387,21
2023-01-29,2023-01-07,2,8,16,18,10,1,1,484,22
2023-01-19,2023-01-13,0,4,148,8,3,1,0,974,6
2023-02-12,2023-02-06,2,2,39,33,6,0,0,421,6
2023-02-14,2023-02-02,0,9,81,35,1,0,0,627,12
2023-01-23,2022-12-30,0,8,101,31,2,1,0,585,24
2023-01-31,2023-01-20,1,6,178,14,13,0,1,216,11
2023-02-10,2023-01-13,1,7,56,23,15,0,0,251,28
2023-02-03,2023-01-25,0,9,66,33,2,0,1,523,9
2023-01-18,2022-12-22,0,2,52,33,5,0,0,364,27
2023-02-12,2023-02-08,1,1,46,29,5,0,1,88,4
2023-01-27,2023-01-07,0,6,60,21,3,0,0,218,20
2023-02-05,2023-01-22,1,4,33,7,4,1,0,983,14
2023-01-28,2023-01-03,0,2,6,24,5,0,0,426,25
2023-01-16,2023-01-15,0,8,126,39,0,1,0,401,1
2023-02-11,2023-01-26,0,2,35,9,1,0,0,451,16
2023-01-31,2023-01-30,0,3,109,1,3,0,0,208,1
2023-02-04,2023-01-31,0,9,27,21,1,0,0,656,4
2023-02-05,2023-01-20,0,9,26,21,1,0,0,582,16
2023-02-04,2023-02-01,0,7,145,25,1,0,0,295,3
2023-01-19,2023-01-08,0,6,157,20,1,0,0,233,11
2023-01-22,2022-12-27,1,8,142,19,6,1,0,550,26
2023-02-04,2023-01-15,0,5,166,30,4,0,0,54,20
2023-01-25,2023-01-22,0,4,105,13,0,1,0,831,3
2023-02-06,2023-01-28,0,6,5,29,0,0,0,191,9
2023-01-17,2023-01-04,0,1,49,33,1,0,0,98,13
2023-02-10,2023-02-01,0,5,36,39,2,0,0,59,9
2023-01-16,2023-01-03,2,5,144,10,11,0,0,65,13
2023-01-28,2022-12-30,1,6,165,31,7,0,0,225,29
2023-01-25,2023-01-02,1,7,94,23,14,0,1,229,23
2023-01-24,2023-01-03,1,8,87,19,0,1,0,536,21
2023-02-06,2023-01-21,0,3,133,2,4,0,1,200,16
2023-01-23,2023-01-14,2,2,116,34,7,0,0,384,9
2023-01-25,2023-01-11,2,6,53,32,10,0,0,168,14
2023-02-07,2023-01-12,1,7,50,29,10,0,1,239,26
2023-02-09,2023-01-26,2,5,112,35,11,0,0,73,14
2023-01-24,2022-12-26,0,5,96,3,1,0,1,95,29
2023-01-26,2022-12-28,2,5,101,15,2,0,0,83,29
2023-01-21,2023-01-14,1,6,136,25,12,0,0,196,7
2023-01-24,2023-01-12,0,8,99,39,1,1,0,427,12
2023-01-22,2023-01-20,0,6,110,22,0,0,0,189,2
2023-02-06,2023-01-10,0,6,43,29,3,0,0,229,27
2023-02-14,2023-02-12,1,2,112,3,6,0,0,499,2
2023-01-25,2022-12-26,2,6,67,29,1,0,0,190,30
2023-02-10,2023-02-01,1,6,41,29,1,0,0,168,9
2023-02-08,2023-01-16,0,9,82,8,1,0,1,621,23
2023-01-22,2023-01-01,2,2,10,32,2,0,1,428,21
2023-01-20,2023-01-15,1,0,140,14,11,0,0,99,5
2023-02-13,2023-01-20,0,9,47,35,3,0,0,585,24
2023-01-27,2023-01-19,2,6,123,26,2,0,0,216,8
2023-01-27,2022-12-29,0,8,148,30,2,1,1,510,29
2023-01-29,2023-01-26,0,9,36,33,1,0,0,636,3
2023-02-03,2023-01-20,1,5,162,3,2,0,0,94,14
2023-02-01,2023-01-04,1,7,17,8,6,0,0,262,28
